                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 06:24:51 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.772 A,  11.903 V,   0.652 A,  11.880 V,  16.946 W
 Thu Apr 24 06:25:01 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.655 A,  11.903 V,  16.795 W
 Thu Apr 24 06:25:11 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.660 A,  11.880 V,  16.857 W
 Thu Apr 24 06:25:21 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.760 A,  11.903 V,   0.650 A,  11.903 V,  16.783 W
 Thu Apr 24 06:25:31 2014, 00:1e:c0:81:71:33,  29.0 C,   0.964 V,     1,       0,       1,     1  0.765 A,  11.903 V,   0.655 A,  11.903 V,  16.902 W
 Thu Apr 24 06:25:41 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.767 A,  11.880 V,   0.657 A,  11.903 V,  16.944 W
 Thu Apr 24 06:25:51 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.755 A,  11.903 V,   0.657 A,  11.903 V,  16.812 W
 Thu Apr 24 06:26:01 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.652 A,  11.880 V,  16.768 W
 Thu Apr 24 06:26:11 2014, 00:1e:c0:81:71:33,  29.0 C,   0.964 V,     1,       0,       1,     1  0.755 A,  11.880 V,   0.655 A,  11.880 V,  16.750 W
 Thu Apr 24 06:26:21 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.760 A,  11.880 V,   0.652 A,  11.903 V,  16.795 W
 Thu Apr 24 06:26:31 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.765 A,  11.903 V,   0.657 A,  11.903 V,  16.931 W
 Thu Apr 24 06:26:41 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.760 A,  11.880 V,   0.655 A,  11.880 V,  16.810 W
 Thu Apr 24 06:26:51 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.655 A,  11.880 V,  16.797 W
 Thu Apr 24 06:27:01 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.755 A,  11.903 V,   0.650 A,  11.903 V,  16.723 W
 Thu Apr 24 06:27:11 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.770 A,  11.903 V,   0.660 A,  11.903 V,  17.021 W
 Thu Apr 24 06:27:21 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.660 A,  11.880 V,  16.857 W
 Thu Apr 24 06:27:31 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.657 A,  11.903 V,  16.842 W
 Thu Apr 24 06:27:41 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.660 A,  11.880 V,  16.857 W
 Thu Apr 24 06:27:51 2014, 00:1e:c0:81:71:33,  29.1 C,   0.964 V,     1,       0,       1,     1  0.752 A,  11.903 V,   0.657 A,  11.880 V,  16.768 W
 Thu Apr 24 06:28:01 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.652 A,  11.903 V,  16.765 W
 Thu Apr 24 06:28:11 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.657 A,  11.903 V,  16.825 W
 Thu Apr 24 06:28:21 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.762 A,  11.880 V,   0.655 A,  11.903 V,  16.854 W
 Thu Apr 24 06:28:31 2014, 00:1e:c0:81:71:33,  28.6 C,   0.964 V,     1,       0,       1,     1  0.752 A,  11.903 V,   0.650 A,  11.903 V,  16.693 W
 Thu Apr 24 06:28:41 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.655 A,  11.903 V,  16.795 W
 Thu Apr 24 06:28:51 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.767 A,  11.903 V,   0.652 A,  11.903 V,  16.902 W
 Thu Apr 24 06:29:01 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.767 A,  11.903 V,   0.655 A,  11.903 V,  16.931 W
 Thu Apr 24 06:29:11 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.752 A,  11.903 V,   0.655 A,  11.880 V,  16.738 W
 Thu Apr 24 06:29:21 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.762 A,  11.903 V,   0.660 A,  11.903 V,  16.931 W
 Thu Apr 24 06:29:31 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.762 A,  11.903 V,   0.652 A,  11.880 V,  16.827 W
 Thu Apr 24 06:29:41 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.652 A,  11.880 V,  16.750 W
 Thu Apr 24 06:29:51 2014, 00:1e:c0:81:71:33,  28.4 C,   0.964 V,     1,       0,       1,     1  0.762 A,  11.880 V,   0.655 A,  11.880 V,  16.839 W
 Thu Apr 24 06:30:01 2014, 00:1e:c0:81:71:33,  28.7 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.880 V,   0.657 A,  11.880 V,  16.810 W
 Thu Apr 24 06:30:11 2014, 00:1e:c0:81:71:33,  28.8 C,   0.964 V,     1,       0,       1,     1  0.757 A,  11.903 V,   0.655 A,  11.903 V,  16.812 W
 Thu Apr 24 06:30:21 2014, 00:1e:c0:81:71:33,  28.9 C,   0.964 V,     1,       0,       1,     1  0.760 A,  11.880 V,   0.650 A,  11.880 V,  16.750 W
 Thu Apr 24 06:30:31 2014, 00:1e:c0:81:71:33,  28.8 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.857 V,   0.790 A,  11.857 V,  20.038 W
 Thu Apr 24 06:30:41 2014, 00:1e:c0:81:71:33,  29.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.785 A,  11.834 V,  19.871 W
 Thu Apr 24 06:30:51 2014, 00:1e:c0:81:71:33,  29.6 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:31:01 2014, 00:1e:c0:81:71:33,  29.7 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:31:11 2014, 00:1e:c0:81:71:33,  29.7 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:31:21 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:31:31 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:31:41 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:31:51 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:32:01 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:32:11 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:32:21 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:32:31 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:32:41 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.780 A,  11.857 V,  19.860 W
 Thu Apr 24 06:32:51 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:33:01 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:33:11 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:33:21 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.890 A,  11.834 V,   0.782 A,  11.857 V,  19.810 W
 Thu Apr 24 06:33:31 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:33:41 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:33:51 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.880 V,   0.782 A,  11.857 V,  19.910 W
 Thu Apr 24 06:34:01 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:34:11 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.780 A,  11.857 V,  19.830 W
 Thu Apr 24 06:34:21 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.890 A,  11.857 V,   0.782 A,  11.857 V,  19.830 W
 Thu Apr 24 06:34:31 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:34:41 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:34:51 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:35:01 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:35:11 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:35:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:35:31 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:35:41 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.880 V,   0.782 A,  11.880 V,  19.928 W
 Thu Apr 24 06:35:51 2014, 00:1e:c0:81:71:33,  30.6 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:36:01 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:36:11 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.880 V,   0.782 A,  11.857 V,  19.880 W
 Thu Apr 24 06:36:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:36:31 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:36:41 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:36:51 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:37:01 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:37:11 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.780 A,  11.857 V,  19.830 W
 Thu Apr 24 06:37:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:37:31 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.780 A,  11.857 V,  19.830 W
 Thu Apr 24 06:37:41 2014, 00:1e:c0:81:71:33,  30.7 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:37:51 2014, 00:1e:c0:81:71:33,  30.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.780 A,  11.857 V,  19.860 W
 Thu Apr 24 06:38:01 2014, 00:1e:c0:81:71:33,  30.8 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:38:11 2014, 00:1e:c0:81:71:33,  30.7 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:38:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:38:31 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.880 V,  19.907 W
 Thu Apr 24 06:38:41 2014, 00:1e:c0:81:71:33,  30.7 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:38:51 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.834 V,   0.782 A,  11.834 V,  19.821 W
 Thu Apr 24 06:39:01 2014, 00:1e:c0:81:71:33,  30.6 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:39:11 2014, 00:1e:c0:81:71:33,  30.6 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:39:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:39:31 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.880 V,  19.878 W
 Thu Apr 24 06:39:41 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:39:51 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:40:01 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:40:11 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.890 A,  11.857 V,   0.782 A,  11.857 V,  19.830 W
 Thu Apr 24 06:40:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:40:31 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:40:41 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.780 A,  11.857 V,  19.830 W
 Thu Apr 24 06:40:51 2014, 00:1e:c0:81:71:33,  30.6 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:41:01 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:41:11 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:41:21 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:41:31 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:41:41 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.834 V,   0.780 A,  11.834 V,  19.792 W
 Thu Apr 24 06:41:51 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:01 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:11 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:21 2014, 00:1e:c0:81:71:33,  29.8 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:31 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.880 V,  19.878 W
 Thu Apr 24 06:42:41 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:51 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:43:01 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.780 A,  11.857 V,  19.860 W
 Thu Apr 24 06:43:11 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:43:21 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:43:31 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.834 V,  19.871 W
 Thu Apr 24 06:43:41 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:43:51 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:44:01 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:44:11 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:44:21 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:44:31 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:44:41 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:44:51 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:45:01 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:45:11 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:45:21 2014, 00:1e:c0:81:71:33,  29.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:45:31 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:45:41 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:45:51 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:46:01 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:46:11 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:46:21 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.890 A,  11.857 V,   0.782 A,  11.857 V,  19.830 W
 Thu Apr 24 06:46:31 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:46:41 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.780 A,  11.857 V,  19.830 W
 Thu Apr 24 06:46:51 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:47:01 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:47:11 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:47:21 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:47:31 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:47:41 2014, 00:1e:c0:81:71:33,  30.0 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:47:51 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:48:01 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.880 V,   0.782 A,  11.834 V,  19.892 W
 Thu Apr 24 06:48:11 2014, 00:1e:c0:81:71:33,  30.1 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:48:21 2014, 00:1e:c0:81:71:33,  30.2 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:48:31 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:48:41 2014, 00:1e:c0:81:71:33,  30.3 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.782 A,  11.857 V,  19.889 W
 Thu Apr 24 06:48:51 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.780 A,  11.857 V,  19.860 W
 Thu Apr 24 06:49:01 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.880 V,   0.782 A,  11.857 V,  19.880 W
 Thu Apr 24 06:49:11 2014, 00:1e:c0:81:71:33,  30.5 C,   1.063 V,     1,       1,       0,     1  0.892 A,  11.857 V,   0.782 A,  11.857 V,  19.860 W
 Thu Apr 24 06:49:21 2014, 00:1e:c0:81:71:33,  30.4 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.857 V,   0.780 A,  11.857 V,  19.860 W
