                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 10:19:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:19:45 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:19:55 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:20:05 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:20:15 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.002 A,  11.834 V,  24.673 W
 Thu Apr 24 10:20:25 2014, 00:1e:c0:81:71:33,  32.0 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:20:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:20:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:20:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:21:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:21:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:21:25 2014, 00:1e:c0:81:71:33,  32.0 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:21:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:21:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:21:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:22:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:22:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:22:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:22:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:22:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:22:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:23:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:23:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:23:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:23:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:23:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:23:55 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:24:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:24:15 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:24:25 2014, 00:1e:c0:81:71:33,  31.9 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:24:35 2014, 00:1e:c0:81:71:33,  31.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:24:45 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:24:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:25:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:25:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:25:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:25:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:25:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:25:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:26:05 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:26:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:26:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:26:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:26:45 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:26:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:27:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:27:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:27:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:27:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:27:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:27:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:28:05 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:28:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:28:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:28:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:28:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:28:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:29:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:29:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:29:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:29:35 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:29:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:29:55 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:30:05 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:30:15 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:30:25 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:30:35 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:30:45 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.090 A,  11.834 V,   1.000 A,  11.834 V,  24.732 W
 Thu Apr 24 10:30:55 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:31:05 2014, 00:1e:c0:81:71:33,  33.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:31:15 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:31:25 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:31:35 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:31:45 2014, 00:1e:c0:81:71:33,  34.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:31:55 2014, 00:1e:c0:81:71:33,  34.3 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:32:05 2014, 00:1e:c0:81:71:33,  34.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:32:15 2014, 00:1e:c0:81:71:33,  34.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:32:25 2014, 00:1e:c0:81:71:33,  34.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:32:35 2014, 00:1e:c0:81:71:33,  34.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:32:45 2014, 00:1e:c0:81:71:33,  34.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:32:55 2014, 00:1e:c0:81:71:33,  34.9 C,   1.011 V,     1,       0,       0,     2  1.090 A,  11.811 V,   1.000 A,  11.834 V,  24.707 W
 Thu Apr 24 10:33:05 2014, 00:1e:c0:81:71:33,  34.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:33:15 2014, 00:1e:c0:81:71:33,  34.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.811 V,  24.654 W
 Thu Apr 24 10:33:25 2014, 00:1e:c0:81:71:33,  34.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.811 V,  24.654 W
 Thu Apr 24 10:33:35 2014, 00:1e:c0:81:71:33,  34.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:33:45 2014, 00:1e:c0:81:71:33,  34.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:33:55 2014, 00:1e:c0:81:71:33,  34.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:34:05 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:34:15 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:34:25 2014, 00:1e:c0:81:71:33,  33.9 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:34:35 2014, 00:1e:c0:81:71:33,  33.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:34:45 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:34:55 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:35:05 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:35:15 2014, 00:1e:c0:81:71:33,  33.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:35:25 2014, 00:1e:c0:81:71:33,  33.5 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:35:35 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:35:45 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:35:55 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:36:05 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:36:15 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:36:25 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:36:35 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:36:45 2014, 00:1e:c0:81:71:33,  32.8 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:36:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:37:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:37:15 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:37:25 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:37:35 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:37:45 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:37:55 2014, 00:1e:c0:81:71:33,  32.8 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:38:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.002 A,  11.834 V,  24.703 W
 Thu Apr 24 10:38:15 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:38:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:38:35 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:38:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:38:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:39:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:39:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:39:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:39:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:39:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:39:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.002 A,  11.834 V,  24.673 W
 Thu Apr 24 10:40:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:40:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:40:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:40:35 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:40:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:40:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:41:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:41:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:41:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:41:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:41:45 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:41:55 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:42:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:42:15 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:42:25 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:42:35 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:42:45 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:42:55 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:43:05 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:43:15 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:43:25 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:43:35 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:43:45 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:43:55 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.002 A,  11.834 V,  24.732 W
 Thu Apr 24 10:44:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
