                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 09:52:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.834 V,  24.913 W
 Thu Apr 24 09:52:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:52:35 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:52:45 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:52:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:53:05 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:53:15 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 09:53:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:53:35 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:53:45 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:53:55 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.857 V,   0.988 A,  11.834 V,  24.965 W
 Thu Apr 24 09:54:05 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 09:54:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 09:54:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:54:35 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:54:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:54:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.811 V,  24.887 W
 Thu Apr 24 09:55:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:55:15 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 09:55:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 09:55:35 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:55:45 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:55:55 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:56:05 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.985 A,  11.834 V,  24.880 W
 Thu Apr 24 09:56:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 09:56:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 09:56:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.811 V,   0.988 A,  11.834 V,  25.002 W
 Thu Apr 24 09:56:45 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.811 V,   0.988 A,  11.834 V,  24.972 W
 Thu Apr 24 09:56:55 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 09:57:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:57:15 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:57:25 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 09:57:35 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:57:45 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:57:55 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:58:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:58:15 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:58:25 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:58:35 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 09:58:45 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:58:55 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:59:05 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 09:59:15 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:59:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:59:35 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 09:59:45 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 09:59:55 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:00:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:00:15 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:00:25 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:00:35 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.811 V,  24.891 W
 Thu Apr 24 10:00:45 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:00:55 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.811 V,  24.891 W
 Thu Apr 24 10:01:05 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:01:15 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:01:25 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:01:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:01:45 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:01:55 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.857 V,  24.991 W
 Thu Apr 24 10:02:05 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:02:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:02:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:02:35 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:02:45 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:02:55 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 10:03:05 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:03:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:03:25 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:03:35 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:03:45 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:03:55 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:04:05 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:04:15 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:04:25 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:04:35 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:04:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:04:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 10:05:05 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:05:15 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:05:25 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:05:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:05:45 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:05:55 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:06:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:06:15 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:06:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:06:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:06:45 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:06:55 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:07:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 10:07:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:07:25 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:07:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:07:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:07:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:08:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:08:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:08:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:08:35 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:08:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:08:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:09:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:09:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:09:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:09:36 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:09:46 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:09:56 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:10:06 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 10:10:15 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:10:26 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:10:36 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:10:46 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:10:56 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:11:06 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:11:16 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 10:11:26 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.834 V,  24.884 W
 Thu Apr 24 10:11:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:11:46 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:11:56 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:12:06 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:12:16 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:12:26 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:12:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:12:46 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:12:56 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:13:06 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:13:16 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:13:26 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:13:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:13:46 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.811 V,  24.891 W
 Thu Apr 24 10:13:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:14:06 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 10:14:16 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.985 A,  11.834 V,  24.884 W
 Thu Apr 24 10:14:26 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.811 V,  24.887 W
 Thu Apr 24 10:14:36 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.834 V,  24.884 W
 Thu Apr 24 10:14:46 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:14:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:15:06 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:15:16 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 10:15:26 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 10:15:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:15:46 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:15:56 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:16:06 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 10:16:16 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
