                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 06:23:52 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.903 V,   0.640 A,  11.880 V,  16.827 W
 Thu Apr 24 06:24:02 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.640 A,  11.903 V,  16.931 W
 Thu Apr 24 06:24:12 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.777 A,  11.903 V,   0.640 A,  11.903 V,  16.872 W
 Thu Apr 24 06:24:22 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.787 A,  11.880 V,   0.640 A,  11.880 V,  16.958 W
 Thu Apr 24 06:24:32 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.903 V,   0.640 A,  11.880 V,  16.947 W
 Thu Apr 24 06:24:42 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.640 A,  11.880 V,  16.917 W
 Thu Apr 24 06:24:52 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.642 A,  11.880 V,  16.946 W
 Thu Apr 24 06:25:02 2014, 00:1e:c0:81:3a:fa,  30.1 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.880 V,   0.642 A,  11.903 V,  16.943 W
 Thu Apr 24 06:25:12 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.640 A,  11.880 V,  16.917 W
 Thu Apr 24 06:25:22 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.777 A,  11.903 V,   0.640 A,  11.880 V,  16.857 W
 Thu Apr 24 06:25:32 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.640 A,  11.880 V,  16.917 W
 Thu Apr 24 06:25:42 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.772 A,  11.903 V,   0.642 A,  11.880 V,  16.827 W
 Thu Apr 24 06:25:52 2014, 00:1e:c0:81:3a:fa,  30.0 C,   0.964 V,     1,       0,       1,     1  0.777 A,  11.903 V,   0.640 A,  11.903 V,  16.872 W
 Thu Apr 24 06:26:02 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.642 A,  11.903 V,  16.914 W
 Thu Apr 24 06:26:12 2014, 00:1e:c0:81:3a:fa,  30.0 C,   0.964 V,     1,       0,       1,     1  0.767 A,  11.903 V,   0.640 A,  11.903 V,  16.753 W
 Thu Apr 24 06:26:22 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.777 A,  11.903 V,   0.640 A,  11.903 V,  16.872 W
 Thu Apr 24 06:26:32 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.880 V,   0.642 A,  11.903 V,  16.854 W
 Thu Apr 24 06:26:42 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.790 A,  11.880 V,   0.642 A,  11.880 V,  17.018 W
 Thu Apr 24 06:26:52 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.903 V,   0.640 A,  11.903 V,  16.902 W
 Thu Apr 24 06:27:02 2014, 00:1e:c0:81:3a:fa,  29.5 C,   0.964 V,     1,       0,       1,     1  0.772 A,  11.903 V,   0.637 A,  11.880 V,  16.768 W
 Thu Apr 24 06:27:12 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.880 V,   0.640 A,  11.903 V,  16.943 W
 Thu Apr 24 06:27:22 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.880 V,   0.640 A,  11.903 V,  16.943 W
 Thu Apr 24 06:27:32 2014, 00:1e:c0:81:3a:fa,  29.4 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.642 A,  11.880 V,  16.899 W
 Thu Apr 24 06:27:42 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.880 V,   0.640 A,  11.880 V,  16.928 W
 Thu Apr 24 06:27:52 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.640 A,  11.903 V,  16.884 W
 Thu Apr 24 06:28:02 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.880 V,   0.640 A,  11.880 V,  16.810 W
 Thu Apr 24 06:28:12 2014, 00:1e:c0:81:3a:fa,  29.5 C,   0.964 V,     1,       0,       1,     1  0.772 A,  11.880 V,   0.640 A,  11.903 V,  16.795 W
 Thu Apr 24 06:28:22 2014, 00:1e:c0:81:3a:fa,  29.5 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.903 V,   0.640 A,  11.880 V,  16.947 W
 Thu Apr 24 06:28:32 2014, 00:1e:c0:81:3a:fa,  29.5 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.903 V,   0.640 A,  11.903 V,  16.842 W
 Thu Apr 24 06:28:42 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.640 A,  11.880 V,  16.869 W
 Thu Apr 24 06:28:52 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.880 V,   0.640 A,  11.880 V,  16.810 W
 Thu Apr 24 06:29:02 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.880 V,   0.640 A,  11.880 V,  16.928 W
 Thu Apr 24 06:29:12 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.903 V,   0.637 A,  11.903 V,  16.872 W
 Thu Apr 24 06:29:22 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.775 A,  11.880 V,   0.642 A,  11.903 V,  16.854 W
 Thu Apr 24 06:29:32 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.777 A,  11.903 V,   0.640 A,  11.903 V,  16.872 W
 Thu Apr 24 06:29:42 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.640 A,  11.880 V,  16.869 W
 Thu Apr 24 06:29:52 2014, 00:1e:c0:81:3a:fa,  29.6 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.880 V,   0.640 A,  11.903 V,  16.943 W
 Thu Apr 24 06:30:02 2014, 00:1e:c0:81:3a:fa,  29.7 C,   0.964 V,     1,       0,       1,     1  0.780 A,  11.880 V,   0.640 A,  11.903 V,  16.884 W
 Thu Apr 24 06:30:12 2014, 00:1e:c0:81:3a:fa,  29.8 C,   0.964 V,     1,       0,       1,     1  0.785 A,  11.903 V,   0.642 A,  11.880 V,  16.976 W
 Thu Apr 24 06:30:22 2014, 00:1e:c0:81:3a:fa,  29.9 C,   0.964 V,     1,       0,       1,     1  0.782 A,  11.903 V,   0.637 A,  11.903 V,  16.902 W
 Thu Apr 24 06:30:32 2014, 00:1e:c0:81:3a:fa,  29.9 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.772 A,  11.857 V,  20.097 W
 Thu Apr 24 06:30:42 2014, 00:1e:c0:81:3a:fa,  30.2 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:30:52 2014, 00:1e:c0:81:3a:fa,  30.4 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:31:02 2014, 00:1e:c0:81:3a:fa,  30.7 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:31:12 2014, 00:1e:c0:81:3a:fa,  30.7 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.880 V,   0.767 A,  11.857 V,  19.970 W
 Thu Apr 24 06:31:22 2014, 00:1e:c0:81:3a:fa,  30.8 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.834 V,  19.961 W
 Thu Apr 24 06:31:32 2014, 00:1e:c0:81:3a:fa,  30.9 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:31:42 2014, 00:1e:c0:81:3a:fa,  31.0 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:31:52 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:32:02 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.880 V,   0.767 A,  11.857 V,  19.999 W
 Thu Apr 24 06:32:12 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.910 A,  11.857 V,   0.767 A,  11.857 V,  19.889 W
 Thu Apr 24 06:32:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:32:32 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.880 V,   0.765 A,  11.857 V,  19.940 W
 Thu Apr 24 06:32:42 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:32:52 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:33:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.880 V,  20.026 W
 Thu Apr 24 06:33:12 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:33:22 2014, 00:1e:c0:81:3a:fa,  31.0 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:33:32 2014, 00:1e:c0:81:3a:fa,  31.0 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:33:42 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:33:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:34:02 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:34:12 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:34:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:34:32 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:34:42 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.880 V,  19.966 W
 Thu Apr 24 06:34:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:35:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:35:12 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.834 V,   0.765 A,  11.857 V,  19.957 W
 Thu Apr 24 06:35:22 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:35:32 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:35:42 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:35:52 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:36:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:36:12 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:36:22 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:36:32 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:36:42 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:36:52 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:37:02 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:37:12 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:37:22 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.765 A,  11.857 V,  19.889 W
 Thu Apr 24 06:37:32 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.834 V,   0.765 A,  11.857 V,  19.928 W
 Thu Apr 24 06:37:42 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.880 V,   0.767 A,  11.857 V,  20.029 W
 Thu Apr 24 06:37:52 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.857 V,   0.767 A,  11.857 V,  20.067 W
 Thu Apr 24 06:38:02 2014, 00:1e:c0:81:3a:fa,  31.6 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:38:12 2014, 00:1e:c0:81:3a:fa,  31.6 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:38:22 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:38:32 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:38:42 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:38:52 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.910 A,  11.857 V,   0.765 A,  11.857 V,  19.860 W
 Thu Apr 24 06:39:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:39:12 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:39:22 2014, 00:1e:c0:81:3a:fa,  31.8 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:39:32 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:39:42 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:39:52 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.907 A,  11.857 V,   0.767 A,  11.857 V,  19.860 W
 Thu Apr 24 06:40:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:40:12 2014, 00:1e:c0:81:3a:fa,  31.6 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.857 V,   0.765 A,  11.857 V,  20.038 W
 Thu Apr 24 06:40:22 2014, 00:1e:c0:81:3a:fa,  31.8 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:40:32 2014, 00:1e:c0:81:3a:fa,  31.7 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:40:42 2014, 00:1e:c0:81:3a:fa,  31.7 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.767 A,  11.857 V,  19.949 W
 Thu Apr 24 06:40:52 2014, 00:1e:c0:81:3a:fa,  31.7 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:41:02 2014, 00:1e:c0:81:3a:fa,  31.6 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:41:12 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.857 V,   0.765 A,  11.857 V,  20.038 W
 Thu Apr 24 06:41:22 2014, 00:1e:c0:81:3a:fa,  31.6 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.834 V,  19.990 W
 Thu Apr 24 06:41:32 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:41:42 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.767 A,  11.857 V,  20.008 W
 Thu Apr 24 06:41:52 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.767 A,  11.857 V,  19.949 W
 Thu Apr 24 06:42:02 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:42:12 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:42:22 2014, 00:1e:c0:81:3a:fa,  30.9 C,   1.068 V,     1,       1,       0,     1  0.910 A,  11.857 V,   0.765 A,  11.857 V,  19.860 W
 Thu Apr 24 06:42:32 2014, 00:1e:c0:81:3a:fa,  30.9 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:42:42 2014, 00:1e:c0:81:3a:fa,  30.9 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:42:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:43:02 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:43:12 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:43:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:43:32 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.767 A,  11.857 V,  20.038 W
 Thu Apr 24 06:43:42 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.857 V,   0.767 A,  11.857 V,  20.067 W
 Thu Apr 24 06:43:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.767 A,  11.857 V,  19.949 W
 Thu Apr 24 06:44:02 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:44:12 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.834 V,   0.767 A,  11.857 V,  19.987 W
 Thu Apr 24 06:44:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.834 V,   0.765 A,  11.857 V,  19.957 W
 Thu Apr 24 06:44:32 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:44:42 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.857 V,   0.765 A,  11.857 V,  20.008 W
 Thu Apr 24 06:44:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:45:02 2014, 00:1e:c0:81:3a:fa,  31.5 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:45:12 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:45:22 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.880 V,   0.765 A,  11.857 V,  20.000 W
 Thu Apr 24 06:45:32 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:45:42 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.765 A,  11.857 V,  19.949 W
 Thu Apr 24 06:45:52 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.910 A,  11.857 V,   0.765 A,  11.880 V,  19.877 W
 Thu Apr 24 06:46:02 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:46:12 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:46:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.917 A,  11.857 V,   0.767 A,  11.857 V,  19.978 W
 Thu Apr 24 06:46:32 2014, 00:1e:c0:81:3a:fa,  31.3 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.767 A,  11.857 V,  19.919 W
 Thu Apr 24 06:46:42 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:46:52 2014, 00:1e:c0:81:3a:fa,  31.1 C,   1.068 V,     1,       1,       0,     1  0.912 A,  11.857 V,   0.765 A,  11.857 V,  19.889 W
 Thu Apr 24 06:47:02 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
 Thu Apr 24 06:47:12 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:47:22 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:47:32 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.920 A,  11.857 V,   0.765 A,  11.857 V,  19.978 W
 Thu Apr 24 06:47:42 2014, 00:1e:c0:81:3a:fa,  31.0 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.767 A,  11.857 V,  19.949 W
 Thu Apr 24 06:47:52 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.068 V,     1,       1,       0,     1  0.915 A,  11.857 V,   0.765 A,  11.857 V,  19.919 W
