                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 14:15:00 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.762 A,  11.926 V,  20.133 W
 Wed Apr 23 14:15:10 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.903 V,  20.167 W
 Wed Apr 23 14:15:20 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:15:30 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.949 V,  20.142 W
 Wed Apr 23 14:15:40 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:15:50 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:16:00 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.903 V,  20.145 W
 Wed Apr 23 14:16:10 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.926 V,  20.133 W
 Wed Apr 23 14:16:20 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.949 V,   0.762 A,  11.926 V,  20.176 W
 Wed Apr 23 14:16:30 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.903 V,  20.115 W
 Wed Apr 23 14:16:40 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.926 V,  20.163 W
 Wed Apr 23 14:16:50 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.903 V,  20.115 W
 Wed Apr 23 14:17:00 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.926 V,  20.133 W
 Wed Apr 23 14:17:10 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.903 V,  20.137 W
 Wed Apr 23 14:17:20 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:17:30 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.765 A,  11.926 V,  20.154 W
 Wed Apr 23 14:17:40 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:17:50 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:18:00 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:18:10 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:18:20 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:18:30 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:18:40 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.926 V,  20.133 W
 Wed Apr 23 14:18:50 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:19:00 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:19:10 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:19:20 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:19:30 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:19:40 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:19:50 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.903 V,  20.115 W
 Wed Apr 23 14:20:00 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.926 V,  20.163 W
 Wed Apr 23 14:20:10 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.762 A,  11.926 V,  20.133 W
 Wed Apr 23 14:20:20 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.765 A,  11.926 V,  20.154 W
 Wed Apr 23 14:20:30 2014, 00:1e:c0:81:3a:fa,  32.5 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.762 A,  11.926 V,  20.133 W
 Wed Apr 23 14:20:40 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:20:50 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:21:00 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.930 A,  11.926 V,   0.762 A,  11.926 V,  20.184 W
 Wed Apr 23 14:21:10 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.762 A,  11.926 V,  20.133 W
 Wed Apr 23 14:21:20 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.903 V,  20.137 W
 Wed Apr 23 14:21:30 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.765 A,  11.926 V,  20.154 W
 Wed Apr 23 14:21:40 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.926 V,   0.765 A,  11.926 V,  20.125 W
 Wed Apr 23 14:21:50 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:22:00 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:22:10 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:22:20 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.903 V,  20.167 W
 Wed Apr 23 14:22:30 2014, 00:1e:c0:81:3a:fa,  32.3 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:22:40 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.926 V,  20.163 W
 Wed Apr 23 14:22:50 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:23:00 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:23:10 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:23:20 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:23:30 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:23:40 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.903 V,  20.107 W
 Wed Apr 23 14:23:50 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.903 V,  20.167 W
 Wed Apr 23 14:24:00 2014, 00:1e:c0:81:3a:fa,  31.9 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:10 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.765 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:20 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:24:30 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:24:40 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.926 V,  20.133 W
 Wed Apr 23 14:24:50 2014, 00:1e:c0:81:3a:fa,  32.2 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:25:00 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.762 A,  11.926 V,  20.103 W
 Wed Apr 23 14:25:10 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.762 A,  11.903 V,  20.086 W
 Wed Apr 23 14:25:20 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.926 V,  20.163 W
 Wed Apr 23 14:25:30 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.765 A,  11.926 V,  20.184 W
 Wed Apr 23 14:25:40 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:25:50 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:26:00 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.762 A,  11.926 V,  20.103 W
 Wed Apr 23 14:26:10 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:26:20 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.903 V,   0.765 A,  11.926 V,  20.163 W
 Wed Apr 23 14:26:30 2014, 00:1e:c0:81:3a:fa,  32.1 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.926 V,   0.762 A,  11.926 V,  20.125 W
 Wed Apr 23 14:26:40 2014, 00:1e:c0:81:3a:fa,  31.9 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.762 A,  11.926 V,  20.103 W
 Wed Apr 23 14:26:50 2014, 00:1e:c0:81:3a:fa,  31.9 C,   1.068 V,     1,       1,       0,     1  0.927 A,  11.926 V,   0.762 A,  11.926 V,  20.154 W
 Wed Apr 23 14:27:00 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.922 A,  11.926 V,   0.765 A,  11.903 V,  20.107 W
 Wed Apr 23 14:27:10 2014, 00:1e:c0:81:3a:fa,  32.0 C,   1.068 V,     1,       1,       0,     1  0.925 A,  11.903 V,   0.765 A,  11.926 V,  20.133 W
 Wed Apr 23 14:27:21 2014, 00:1e:c0:81:3a:fa,  31.9 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.690 A,  11.926 V,  17.501 W
 Wed Apr 23 14:27:31 2014, 00:1e:c0:81:3a:fa,  31.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:27:41 2014, 00:1e:c0:81:3a:fa,  30.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:27:51 2014, 00:1e:c0:81:3a:fa,  30.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:28:01 2014, 00:1e:c0:81:3a:fa,  29.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:28:11 2014, 00:1e:c0:81:3a:fa,  29.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:28:21 2014, 00:1e:c0:81:3a:fa,  29.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:28:31 2014, 00:1e:c0:81:3a:fa,  29.0 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.926 V,  17.519 W
 Wed Apr 23 14:28:41 2014, 00:1e:c0:81:3a:fa,  28.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:28:51 2014, 00:1e:c0:81:3a:fa,  28.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:29:01 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:29:11 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:29:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:29:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:29:41 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:29:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 14:30:01 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:30:11 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:30:21 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:30:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:30:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 14:30:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:31:01 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:31:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:31:21 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:31:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:31:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:31:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:32:01 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:32:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:32:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:32:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:32:41 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:32:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:33:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,   0.000 V,   9.320 W
 Wed Apr 23 14:33:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:33:21 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:33:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:33:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:33:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:34:01 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:34:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:34:21 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:34:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:34:41 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:34:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:35:01 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:35:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:35:21 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:35:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.949 V,  17.606 W
 Wed Apr 23 14:35:41 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:35:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:36:01 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:36:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:36:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:36:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:36:41 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:36:51 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:37:01 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:37:11 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:37:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:37:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 14:37:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:37:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:38:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:38:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:38:21 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:38:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:38:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:38:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:39:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
