                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 15:04:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:04:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:04:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:04:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:05:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:05:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:05:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.926 V,   0.720 A,  11.949 V,  17.517 W
 Wed Apr 23 15:05:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:05:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 15:05:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:06:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:06:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 15:06:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:06:30 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.949 V,  17.582 W
 Wed Apr 23 15:06:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.972 V,  17.611 W
 Wed Apr 23 15:06:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:07:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:07:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:07:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:07:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:07:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:07:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:08:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:08:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:08:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:08:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:08:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:08:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:09:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:09:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:09:20 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:09:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:09:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:09:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:20 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:10:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:40 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:10:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.972 V,  17.611 W
 Wed Apr 23 15:11:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:11:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:11:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:11:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:11:40 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:11:50 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:12:00 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:12:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:12:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:12:30 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:12:40 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.926 V,   0.720 A,  11.949 V,  17.517 W
 Wed Apr 23 15:12:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:13:00 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:13:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:13:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:13:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:13:40 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:13:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:14:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:14:10 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:14:20 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:14:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:14:40 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:14:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:15:00 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:15:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:15:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.926 V,   0.720 A,  11.949 V,  17.517 W
 Wed Apr 23 15:15:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.949 V,  17.594 W
 Wed Apr 23 15:15:40 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:15:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:16:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:16:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:16:20 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:16:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:16:40 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:16:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:17:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:17:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:17:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:17:30 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:17:40 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:17:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:18:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:18:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.926 V,  17.518 W
 Wed Apr 23 15:18:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:18:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.926 V,  17.578 W
 Wed Apr 23 15:18:40 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:18:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:19:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:19:10 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:19:20 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:19:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:19:40 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:19:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:20:00 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:20:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:20:20 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:20:30 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.949 V,  17.594 W
 Wed Apr 23 15:20:40 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:20:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:21:00 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:21:10 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:21:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:21:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:21:40 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:21:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:22:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:22:10 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:22:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:22:30 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:22:40 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:22:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 15:23:00 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:23:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:23:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:23:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:23:40 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:23:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:24:10 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:24:20 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:40 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:25:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:25:10 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:25:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:25:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:25:40 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:25:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:26:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:26:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:26:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:26:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:26:40 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:26:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:27:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:27:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:27:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:27:30 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:27:40 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:27:50 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:28:00 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:28:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:28:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:28:30 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:28:40 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:28:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
